timestamp,sujeto,sesion,label,handedness,score,img_0_x,img_0_y,img_0_z,img_1_x,img_1_y,img_1_z,img_2_x,img_2_y,img_2_z,img_3_x,img_3_y,img_3_z,img_4_x,img_4_y,img_4_z,img_5_x,img_5_y,img_5_z,img_6_x,img_6_y,img_6_z,img_7_x,img_7_y,img_7_z,img_8_x,img_8_y,img_8_z,img_9_x,img_9_y,img_9_z,img_10_x,img_10_y,img_10_z,img_11_x,img_11_y,img_11_z,img_12_x,img_12_y,img_12_z,img_13_x,img_13_y,img_13_z,img_14_x,img_14_y,img_14_z,img_15_x,img_15_y,img_15_z,img_16_x,img_16_y,img_16_z,img_17_x,img_17_y,img_17_z,img_18_x,img_18_y,img_18_z,img_19_x,img_19_y,img_19_z,img_20_x,img_20_y,img_20_z,wld_0_x,wld_0_y,wld_0_z,wld_1_x,wld_1_y,wld_1_z,wld_2_x,wld_2_y,wld_2_z,wld_3_x,wld_3_y,wld_3_z,wld_4_x,wld_4_y,wld_4_z,wld_5_x,wld_5_y,wld_5_z,wld_6_x,wld_6_y,wld_6_z,wld_7_x,wld_7_y,wld_7_z,wld_8_x,wld_8_y,wld_8_z,wld_9_x,wld_9_y,wld_9_z,wld_10_x,wld_10_y,wld_10_z,wld_11_x,wld_11_y,wld_11_z,wld_12_x,wld_12_y,wld_12_z,wld_13_x,wld_13_y,wld_13_z,wld_14_x,wld_14_y,wld_14_z,wld_15_x,wld_15_y,wld_15_z,wld_16_x,wld_16_y,wld_16_z,wld_17_x,wld_17_y,wld_17_z,wld_18_x,wld_18_y,wld_18_z,wld_19_x,wld_19_y,wld_19_z,wld_20_x,wld_20_y,wld_20_z
2026-07-21T17:25:37.588,adrian,20260721_172521,B,Right,0.9914,0.269167,0.868266,0.0,0.333165,0.817458,-0.030531,0.387149,0.708863,-0.040361,0.370205,0.610511,-0.04876,0.319586,0.587201,-0.057207,0.365332,0.524334,-0.009086,0.376952,0.403015,-0.025068,0.374967,0.327009,-0.04377,0.370089,0.253702,-0.059178,0.326143,0.506092,-0.011537,0.336512,0.368653,-0.024901,0.339397,0.272824,-0.043818,0.339673,0.185764,-0.059156,0.289717,0.520781,-0.018926,0.297201,0.390684,-0.033742,0.301572,0.30841,-0.049191,0.302361,0.235578,-0.060219,0.251279,0.558864,-0.030219,0.257588,0.451159,-0.044052,0.262267,0.377881,-0.052004,0.265474,0.308815,-0.05818,-0.026394,0.099103,0.009315,0.010133,0.07862,0.003214,0.029328,0.055718,-0.008788,0.029063,0.027772,-0.038444,0.000687,0.015684,-0.048298,0.026518,0.000501,0.010578,0.029755,-0.027436,0.002903,0.028763,-0.049243,-0.001588,0.024406,-0.069288,-0.019265,0.002544,-0.005123,0.007231,0.006503,-0.042922,0.003129,0.005332,-0.067912,-0.005184,0.008802,-0.09663,-0.010159,-0.017641,-0.00408,-0.006529,-0.012866,-0.033855,-0.01177,-0.010446,-0.057164,-0.019865,-0.006835,-0.080341,-0.026904,-0.037529,0.012975,-0.01878,-0.034154,-0.012037,-0.018779,-0.030437,-0.038457,-0.022848,-0.026029,-0.05691,-0.032185
2026-07-21T17:25:37.719,adrian,20260721_172521,B,Right,0.9915,0.269227,0.865356,0.0,0.332988,0.81497,-0.030574,0.386791,0.710298,-0.040946,0.369992,0.613215,-0.049818,0.320611,0.582824,-0.058691,0.366103,0.52518,-0.010149,0.377424,0.402553,-0.026822,0.375538,0.325874,-0.045706,0.370531,0.252415,-0.060994,0.326828,0.506411,-0.012613,0.33712,0.367356,-0.026611,0.339807,0.27194,-0.045768,0.339616,0.186068,-0.061114,0.290259,0.520302,-0.019928,0.297948,0.389068,-0.035189,0.302489,0.306986,-0.050585,0.303355,0.234721,-0.061437,0.251504,0.558047,-0.031077,0.257726,0.450023,-0.045348,0.262436,0.37686,-0.053324,0.265607,0.308213,-0.059278,-0.026824,0.099473,0.010003,0.009827,0.079206,0.003043,0.028924,0.056835,-0.010208,0.028865,0.029003,-0.040323,0.000642,0.015203,-0.050821,0.026755,0.000641,0.009931,0.029908,-0.027637,0.002218,0.028907,-0.049589,-0.002528,0.024218,-0.069599,-0.02118,0.002684,-0.005303,0.007106,0.006612,-0.043374,0.002969,0.005193,-0.068096,-0.005915,0.008091,-0.096134,-0.011754,-0.01779,-0.004227,-0.006125,-0.013025,-0.03438,-0.011511,-0.010486,-0.057479,-0.020321,-0.006815,-0.080264,-0.027961,-0.038002,0.012948,-0.017837,-0.034482,-0.012465,-0.017868,-0.030802,-0.038766,-0.022197,-0.026392,-0.057153,-0.031973
2026-07-21T17:25:37.821,adrian,20260721_172521,B,Right,0.9914,0.270094,0.865188,0.0,0.333953,0.814654,-0.03072,0.387463,0.710695,-0.041321,0.370434,0.61542,-0.050472,0.321247,0.587548,-0.05966,0.366344,0.525412,-0.010192,0.377867,0.403802,-0.027111,0.376157,0.327629,-0.046228,0.371468,0.25423,-0.061687,0.327203,0.507117,-0.012667,0.337375,0.368674,-0.026941,0.339969,0.273046,-0.046255,0.339904,0.186579,-0.061697,0.290755,0.521344,-0.020038,0.298455,0.390368,-0.035538,0.302687,0.30821,-0.050959,0.303323,0.235639,-0.061769,0.252285,0.5592,-0.031271,0.258793,0.45134,-0.045531,0.26345,0.378212,-0.053421,0.266588,0.309308,-0.059332,-0.026526,0.099238,0.009507,0.010175,0.078846,0.00256,0.029052,0.056733,-0.010064,0.028815,0.029272,-0.039949,0.000889,0.015922,-0.049866,0.026637,0.000554,0.010154,0.029905,-0.02751,0.002439,0.02902,-0.049444,-0.00217,0.024477,-0.069399,-0.020343,0.002628,-0.005279,0.007171,0.006589,-0.043307,0.003113,0.005213,-0.06812,-0.005657,0.008421,-0.096412,-0.011016,-0.017749,-0.004171,-0.006261,-0.01286,-0.034338,-0.011578,-0.010341,-0.057442,-0.020048,-0.00667,-0.080355,-0.027504,-0.037669,0.012909,-0.018265,-0.034195,-0.012348,-0.018295,-0.030435,-0.038743,-0.022371,-0.02585,-0.056994,-0.031854
2026-07-21T17:25:37.921,adrian,20260721_172521,B,Right,0.9912,0.270059,0.866516,0.0,0.334657,0.817491,-0.030099,0.388694,0.710458,-0.039365,0.371236,0.612994,-0.047207,0.321242,0.587138,-0.055059,0.366395,0.525015,-0.008136,0.37792,0.404097,-0.02353,0.376359,0.327934,-0.041753,0.371908,0.254763,-0.056874,0.327102,0.506378,-0.010543,0.337052,0.369572,-0.023649,0.339667,0.274367,-0.042701,0.339752,0.188244,-0.058121,0.290641,0.520548,-0.017812,0.297889,0.391896,-0.032646,0.302054,0.310655,-0.048392,0.302799,0.23896,-0.059576,0.252139,0.557984,-0.028878,0.258155,0.451371,-0.042812,0.262978,0.379211,-0.050939,0.266585,0.311469,-0.057157,-0.026733,0.099533,0.009479,0.010105,0.07918,0.003207,0.029389,0.056433,-0.00898,0.02931,0.028483,-0.038513,0.000811,0.0159,-0.048868,0.026729,0.000301,0.010361,0.029832,-0.027555,0.002793,0.029085,-0.049187,-0.001389,0.024704,-0.069737,-0.018819,0.002538,-0.005114,0.007166,0.006592,-0.043123,0.003114,0.005224,-0.067957,-0.005285,0.008449,-0.096266,-0.010129,-0.017809,-0.004268,-0.006427,-0.012829,-0.033871,-0.011837,-0.010609,-0.056981,-0.020013,-0.007082,-0.079691,-0.02714,-0.037689,0.013013,-0.018308,-0.034168,-0.011953,-0.0186,-0.030638,-0.038638,-0.022983,-0.02622,-0.056468,-0.032594
2026-07-21T17:25:38.056,adrian,20260721_172521,B,Right,0.9915,0.269622,0.87086,0.0,0.334777,0.820935,-0.029594,0.389049,0.711284,-0.038514,0.371675,0.613389,-0.046157,0.320978,0.589362,-0.053873,0.366062,0.527915,-0.007769,0.377578,0.406756,-0.02335,0.376025,0.330043,-0.041718,0.371652,0.256768,-0.056892,0.326588,0.509726,-0.010533,0.336707,0.372357,-0.023772,0.339635,0.276315,-0.042795,0.340169,0.189718,-0.05814,0.289992,0.524213,-0.018179,0.297559,0.394716,-0.033228,0.301767,0.31278,-0.049074,0.302564,0.240768,-0.060243,0.251543,0.561712,-0.029596,0.258164,0.454425,-0.043675,0.262753,0.381483,-0.05189,0.265844,0.313396,-0.058175,-0.026244,0.099259,0.008631,0.010432,0.078726,0.002854,0.029773,0.055766,-0.009065,0.029567,0.027585,-0.038331,0.000968,0.015476,-0.048164,0.026667,0.000389,0.010593,0.029828,-0.027624,0.002959,0.029063,-0.049202,-0.001698,0.024911,-0.069422,-0.01931,0.002414,-0.005114,0.007351,0.006579,-0.042964,0.003053,0.005374,-0.067948,-0.005222,0.008804,-0.096162,-0.010511,-0.017788,-0.004073,-0.006563,-0.01285,-0.033816,-0.012118,-0.010424,-0.057093,-0.020176,-0.006957,-0.079798,-0.027263,-0.037596,0.013026,-0.018824,-0.033996,-0.012031,-0.019022,-0.030517,-0.0385,-0.023406,-0.026197,-0.05687,-0.032859
2026-07-21T17:25:38.187,adrian,20260721_172521,B,Right,0.9908,0.268856,0.869406,0.0,0.333961,0.818962,-0.030574,0.387971,0.71155,-0.040239,0.370686,0.613448,-0.048537,0.320525,0.587352,-0.056902,0.365809,0.526235,-0.007976,0.377462,0.405135,-0.023913,0.375859,0.328625,-0.042681,0.371312,0.255499,-0.058148,0.326516,0.50838,-0.01049,0.336827,0.370806,-0.024301,0.33964,0.274504,-0.043989,0.339849,0.188082,-0.059796,0.290035,0.523144,-0.018035,0.297783,0.392874,-0.033648,0.302085,0.309994,-0.050106,0.302871,0.237535,-0.061683,0.251532,0.560941,-0.029411,0.257666,0.453367,-0.043944,0.262491,0.380134,-0.052591,0.266122,0.311444,-0.059189,-0.026579,0.099625,0.008818,0.010266,0.078922,0.002653,0.029462,0.056087,-0.009341,0.029442,0.028113,-0.038909,0.001067,0.015469,-0.048679,0.026728,0.000241,0.010569,0.0298,-0.027763,0.002902,0.029167,-0.049546,-0.001402,0.024855,-0.069895,-0.018748,0.002503,-0.005169,0.007369,0.006704,-0.043258,0.003444,0.005553,-0.068297,-0.004986,0.008828,-0.096631,-0.010203,-0.017761,-0.004127,-0.006573,-0.012842,-0.034048,-0.011955,-0.010142,-0.057408,-0.020133,-0.006773,-0.080293,-0.027498,-0.037582,0.01303,-0.018729,-0.03423,-0.011973,-0.018933,-0.03062,-0.038745,-0.023135,-0.026078,-0.056925,-0.032907
2026-07-21T17:25:38.289,adrian,20260721_172521,B,Right,0.9917,0.267326,0.871596,0.0,0.332679,0.820215,-0.031245,0.387232,0.712648,-0.04119,0.368522,0.613632,-0.049606,0.317705,0.586603,-0.057969,0.365096,0.525991,-0.008042,0.376568,0.40445,-0.024277,0.374244,0.328003,-0.043325,0.36908,0.254823,-0.058901,0.325572,0.507899,-0.010146,0.335684,0.37036,-0.02382,0.338174,0.274197,-0.04333,0.338338,0.187606,-0.059047,0.288888,0.52272,-0.017416,0.296171,0.392305,-0.032895,0.300043,0.309962,-0.048951,0.300524,0.237711,-0.060248,0.250196,0.561125,-0.028612,0.256335,0.45379,-0.043146,0.260693,0.380393,-0.051606,0.263694,0.311193,-0.057998,-0.026737,0.09939,0.008912,0.010051,0.078862,0.002896,0.029227,0.056011,-0.009188,0.028661,0.028247,-0.038834,0.00021,0.015735,-0.048475,0.026683,0.000452,0.010539,0.029788,-0.027683,0.002916,0.028788,-0.049475,-0.001553,0.024186,-0.069514,-0.019414,0.002575,-0.005145,0.0072,0.006523,-0.043067,0.003328,0.005299,-0.067992,-0.005306,0.008471,-0.096371,-0.010681,-0.017718,-0.004081,-0.006584,-0.012998,-0.034017,-0.011793,-0.01052,-0.057052,-0.020271,-0.007427,-0.080065,-0.02756,-0.037606,0.013142,-0.018685,-0.034332,-0.011676,-0.018984,-0.030809,-0.038348,-0.023289,-0.026525,-0.056699,-0.032834
2026-07-21T17:25:38.421,adrian,20260721_172521,B,Right,0.9922,0.265596,0.878844,0.0,0.330991,0.827474,-0.0308,0.385726,0.718392,-0.040417,0.367604,0.62017,-0.048579,0.316741,0.594785,-0.056708,0.364106,0.529966,-0.007684,0.375837,0.407257,-0.023423,0.37393,0.330042,-0.042353,0.368755,0.255901,-0.057981,0.324163,0.5114,-0.010098,0.334352,0.372192,-0.02326,0.337069,0.275818,-0.042678,0.336743,0.189074,-0.058362,0.287054,0.526317,-0.017554,0.294874,0.394614,-0.032321,0.299403,0.311845,-0.048152,0.299785,0.238817,-0.059396,0.247946,0.565547,-0.028938,0.254579,0.456659,-0.042849,0.259374,0.383065,-0.050826,0.262375,0.313748,-0.056906,-0.026762,0.099967,0.008641,0.010116,0.079371,0.002345,0.029237,0.056794,-0.010545,0.028605,0.028703,-0.040209,5.8e-05,0.016257,-0.050001,0.027046,0.000527,0.010212,0.030015,-0.027821,0.002549,0.029146,-0.049336,-0.002272,0.024265,-0.069617,-0.020832,0.002695,-0.005291,0.007242,0.006535,-0.043237,0.003186,0.004977,-0.06815,-0.005582,0.007913,-0.096275,-0.010749,-0.017896,-0.00415,-0.006308,-0.013159,-0.034174,-0.011744,-0.010838,-0.057256,-0.020216,-0.007288,-0.080195,-0.027413,-0.038091,0.013176,-0.018411,-0.034522,-0.012113,-0.018324,-0.031019,-0.038412,-0.022696,-0.026595,-0.056784,-0.032232
2026-07-21T17:25:38.522,adrian,20260721_172521,B,Right,0.9921,0.264932,0.881545,0.0,0.33154,0.831398,-0.029349,0.386897,0.719117,-0.037489,0.370447,0.619146,-0.044468,0.318773,0.594987,-0.051497,0.363101,0.531867,-0.00541,0.374526,0.409498,-0.020216,0.372773,0.333246,-0.038619,0.368048,0.259865,-0.053958,0.32347,0.512988,-0.008236,0.333106,0.372938,-0.020572,0.33612,0.276692,-0.039623,0.336767,0.189857,-0.055118,0.28672,0.527432,-0.01604,0.294085,0.395529,-0.030213,0.298665,0.312942,-0.045879,0.299785,0.240214,-0.05709,0.248071,0.565479,-0.027698,0.25408,0.456357,-0.041076,0.258732,0.382396,-0.04897,0.261985,0.313123,-0.055132,-0.026535,0.099711,0.008257,0.010572,0.079536,0.002437,0.030147,0.056353,-0.00935,0.029922,0.027956,-0.038663,0.001574,0.015795,-0.049213,0.02688,0.000483,0.010648,0.029794,-0.027453,0.003045,0.028907,-0.048859,-0.001606,0.024284,-0.069207,-0.019578,0.002444,-0.005071,0.00743,0.006166,-0.043435,0.003815,0.00499,-0.068448,-0.004912,0.00871,-0.096953,-0.009485,-0.018021,-0.00435,-0.0066,-0.013189,-0.034361,-0.011758,-0.010482,-0.057691,-0.020018,-0.006867,-0.080483,-0.02684,-0.03784,0.012734,-0.019072,-0.034315,-0.01197,-0.018894,-0.030901,-0.039101,-0.023144,-0.026325,-0.057284,-0.032774
2026-07-21T17:25:38.633,adrian,20260721_172521,B,Right,0.9924,0.265501,0.885631,0.0,0.331915,0.836154,-0.030571,0.388204,0.722968,-0.039372,0.371319,0.621794,-0.046777,0.318954,0.597349,-0.054151,0.363915,0.534082,-0.007041,0.375546,0.410856,-0.022464,0.373675,0.334124,-0.041158,0.368936,0.260378,-0.056685,0.323814,0.514916,-0.009562,0.333794,0.374579,-0.022359,0.336643,0.277805,-0.041439,0.337136,0.190572,-0.056914,0.286717,0.529595,-0.017174,0.294191,0.397011,-0.031802,0.298529,0.3142,-0.047467,0.299429,0.241129,-0.058625,0.247739,0.568421,-0.02875,0.254419,0.458828,-0.042617,0.258858,0.384951,-0.050643,0.261666,0.315484,-0.05683,-0.02655,0.099422,0.008796,0.010479,0.079155,0.002951,0.02999,0.056057,-0.008798,0.029986,0.027893,-0.03869,0.001312,0.015934,-0.048791,0.026753,0.000403,0.010693,0.029827,-0.027381,0.003051,0.028939,-0.048839,-0.001538,0.024295,-0.069117,-0.019448,0.00246,-0.005019,0.007376,0.006139,-0.043114,0.003308,0.004925,-0.068017,-0.005019,0.008353,-0.096434,-0.009603,-0.017902,-0.004265,-0.006752,-0.013139,-0.034036,-0.012172,-0.010658,-0.057251,-0.020436,-0.00727,-0.080155,-0.027334,-0.037771,0.012934,-0.019273,-0.03404,-0.011869,-0.019171,-0.030778,-0.038609,-0.023342,-0.026545,-0.056928,-0.032645
